epochs,learning_rate,is_regularized,quantile,best_loss
3,1e-05,True,0.5,0.3124931854248047
3,1e-05,True,0.7,0.31741033935546875
3,1e-05,True,0.8,0.2981163269042969
3,1e-05,True,0.9,0.3172312530517578
3,1e-05,True,0.95,0.2960539855957031
3,1e-05,True,0.99,0.2778279968261719
3,1e-05,True,1.0,0.32069764099121095
3,1e-05,False,0.5,0.3084640197753906
3,1e-05,False,0.7,0.2905970977783203
3,1e-05,False,0.8,0.30354156494140627
3,1e-05,False,0.9,0.3097177947998047
3,1e-05,False,0.95,0.3005201019287109
3,1e-05,False,0.99,0.3201880554199219
3,1e-05,True,0.5,0.31534986267089843
3,1e-05,True,0.5,0.33531690368652345
3,1e-05,True,0.5,0.3200210998535156
3,1e-05,True,0.5,0.3086179382324219
3,1e-05,True,0.5,0.32873480529785154
3,1e-05,True,0.7,0.3059134796142578
3,1e-05,True,0.7,0.3329276062011719
3,1e-05,True,0.7,0.3086632293701172
3,1e-05,True,0.5,0.30294467163085936
3,1e-05,True,0.5,0.3034463195800781
3,1e-05,True,0.5,0.3149161865234375
3,1e-05,True,0.5,0.3354096160888672
3,1e-05,True,0.5,0.32045755920410157
3,1e-05,True,0.7,0.34242576904296873
3,1e-05,True,0.7,0.30483124389648436
3,1e-05,True,0.7,0.2872253173828125
3,1e-05,True,0.7,0.3232782501220703
3,1e-05,True,0.7,0.35103181457519533
3,1e-05,True,0.8,0.2890412353515625
3,1e-05,True,0.8,0.3081535675048828
3,1e-05,True,0.8,0.31440326232910154
3,1e-05,True,0.8,0.31218416442871094
3,1e-05,True,0.8,0.2975165985107422
3,1e-05,True,0.9,0.2905847808837891
3,1e-05,True,0.9,0.28700008544921873
3,1e-05,True,0.9,0.31224417114257813
3,1e-05,True,0.9,0.30961717224121094
3,1e-05,True,0.9,0.31881016540527346
3,1e-05,True,0.95,0.29576304931640623
3,1e-05,True,0.95,0.31190874328613283
3,1e-05,True,0.95,0.31140885620117187
3,1e-05,True,0.95,0.3098732894897461
3,1e-05,True,0.95,0.3073523040771484
3,1e-05,True,0.99,0.3170031707763672
3,1e-05,True,0.99,0.2817372039794922
3,1e-05,True,0.99,0.29946709899902346
3,1e-05,True,0.99,0.30387990112304686
3,1e-05,True,0.99,0.2983263671875
3,1e-05,True,1.0,0.32598096618652345
3,1e-05,True,1.0,0.30001249237060545
3,1e-05,True,1.0,0.3128168273925781
3,1e-05,True,1.0,0.3019566833496094
3,1e-05,True,1.0,0.3163818420410156
3,1e-05,False,0.5,0.28943782958984376
3,1e-05,False,0.5,0.2954086730957031
3,1e-05,False,0.5,0.2899524230957031
3,1e-05,False,0.5,0.29220185546875
3,1e-05,False,0.5,0.28920475006103513
3,1e-05,False,0.7,0.275948974609375
3,1e-05,False,0.7,0.29521065368652344
3,1e-05,False,0.7,0.31081604614257813
3,1e-05,False,0.7,0.28948743591308596
3,1e-05,False,0.7,0.30560939636230466
3,1e-05,False,0.8,0.29284623107910157
3,1e-05,False,0.8,0.30780043029785153
3,1e-05,False,0.8,0.2786939895629883
3,1e-05,False,0.8,0.29673483276367185
3,1e-05,False,0.8,0.30969059448242187
3,1e-05,False,0.9,0.28604835815429686
3,1e-05,False,0.9,0.3172475341796875
3,1e-05,False,0.9,0.2904817398071289
3,1e-05,False,0.9,0.2751486602783203
3,1e-05,False,0.9,0.3035711700439453
3,1e-05,False,0.95,0.30292516784667967
3,1e-05,False,0.95,0.29667711486816406
3,1e-05,False,0.95,0.3073955505371094
3,1e-05,False,0.95,0.3083638458251953
3,1e-05,False,0.95,0.3020222351074219
3,1e-05,False,0.99,0.29309368286132814
3,1e-05,False,0.99,0.3229377258300781
3,1e-05,False,0.99,0.32064837036132815
3,1e-05,False,0.99,0.30818862915039064
3,1e-05,False,0.99,0.3178850830078125
3,1e-05,False,1.0,0.3017474822998047
3,1e-05,False,1.0,0.3065198944091797
3,1e-05,False,1.0,0.31058184356689456
3,1e-05,False,1.0,0.3041096649169922
3,1e-05,False,1.0,0.3240842437744141
3,0.001,True,0.5,0.030482526397705077
3,0.001,True,0.5,0.03189374485015869
3,0.001,True,0.5,0.030966896438598634
3,0.001,True,0.5,0.030561151123046876
3,0.001,True,0.5,0.031095629501342772
3,0.001,True,0.7,0.02978822889328003
3,0.001,True,0.7,0.031232711601257325
3,0.001,True,0.7,0.030722299003601076
3,0.001,True,0.7,0.029302256965637208
3,0.001,True,0.7,0.03046038637161255
3,0.001,True,0.8,0.028916957187652588
3,0.001,True,0.8,0.03143709602355957
3,0.001,True,0.8,0.03098196620941162
3,0.001,True,0.8,0.02745287799835205
3,0.001,True,0.8,0.02924389476776123
3,0.001,True,0.9,0.027642790031433107
3,0.001,True,0.9,0.029193921661376954
3,0.001,True,0.9,0.028637628841400146
3,0.001,True,0.9,0.028022506904602052
3,0.001,True,0.9,0.03137914772033691
3,0.001,True,0.95,0.02838041648864746
3,0.001,True,0.95,0.030862379264831544
3,0.001,True,0.95,0.028131955528259277
3,0.001,True,0.95,0.02899769058227539
3,0.001,True,0.95,0.02957856578826904
3,0.001,True,0.99,0.027785111331939696
3,0.001,True,0.99,0.02807412929534912
3,0.001,True,0.99,0.02848617172241211
3,0.001,True,0.99,0.02884303970336914
3,0.001,True,0.99,0.029090798568725585
3,0.001,True,1.0,0.031173498916625977
3,0.001,True,1.0,0.02864043312072754
3,0.001,True,1.0,0.028973735618591307
3,0.001,True,1.0,0.027695010566711427
3,0.001,True,1.0,0.027326478958129882
3,0.001,False,0.5,0.02881017417907715
3,0.001,False,0.5,0.028973681449890137
3,0.001,False,0.5,0.03053976764678955
3,0.001,False,0.5,0.030941533851623536
3,0.001,False,0.5,0.0301814640045166
3,0.001,False,0.7,0.02761433391571045
3,0.001,False,0.7,0.030377330350875854
3,0.001,False,0.7,0.028800768280029296
3,0.001,False,0.7,0.02714115734100342
3,0.001,False,0.7,0.028132338905334474
3,0.001,False,0.8,0.03040662717819214
3,0.001,False,0.8,0.02881817493438721
3,0.001,False,0.8,0.02953317584991455
3,0.001,False,0.8,0.02799846305847168
3,0.001,False,0.8,0.031209010696411132
3,0.001,False,0.9,0.028217770195007326
3,0.001,False,0.9,0.02727921781539917
3,0.001,False,0.9,0.02820646915435791
3,0.001,False,0.9,0.02783141918182373
3,0.001,False,0.9,0.029863225650787355
3,0.001,False,0.95,0.027228632164001464
3,0.001,False,0.95,0.027330784797668456
3,0.001,False,0.95,0.028413494300842286
3,0.001,False,0.95,0.028757921981811523
3,0.001,False,0.95,0.02691430263519287
3,0.001,False,0.99,0.02989741630554199
3,0.001,False,0.99,0.028968917179107666
3,0.001,False,0.99,0.029729018211364745
3,0.001,False,0.99,0.029174625396728517
3,0.001,False,0.99,0.02917496109008789
3,0.001,False,1.0,0.028769205474853517
3,0.001,False,1.0,0.0302556676864624
3,0.001,False,1.0,0.028862815475463866
3,0.001,False,1.0,0.028938204002380372
3,0.001,False,1.0,0.027634590339660644
3,0.01,True,0.5,0.030989877700805663
3,0.01,True,0.5,0.03147902545928955
3,0.01,True,0.5,0.03168228321075439
3,0.01,True,0.5,0.032200773429870606
3,0.01,True,0.5,0.02941705894470215
3,0.01,True,0.7,0.02964713535308838
3,0.01,True,0.7,0.03513221302032471
3,0.01,True,0.7,0.03070182466506958
3,0.01,True,0.7,0.03215315818786621
3,0.01,True,0.7,0.031503298568725586
3,0.01,True,0.8,0.030506249046325682
3,0.01,True,0.8,0.031601941680908206
3,0.01,True,0.8,0.030843649864196777
3,0.01,True,0.8,0.031244025230407715
3,0.01,True,0.8,0.029536327934265135
3,0.01,True,0.9,0.03097738571166992
3,0.01,True,0.9,0.030138720321655273
3,0.01,True,0.9,0.030124886322021486
3,0.01,True,0.9,0.032915053367614744
3,0.01,True,0.9,0.03169744663238525
3,0.01,True,0.95,0.03040177936553955
3,0.01,True,0.95,0.030816144561767577
3,0.01,True,0.95,0.03405022201538086
3,0.01,True,0.95,0.030095982551574706
3,0.01,True,0.95,0.030314123344421386
3,0.01,True,0.99,0.029704743003845215
3,0.01,True,0.99,0.02750949754714966
3,0.01,True,0.99,0.029199528121948242
3,0.01,True,0.99,0.0324527530670166
3,0.01,True,0.99,0.02702853355407715
3,0.01,True,1.0,0.028146321868896484
3,0.01,True,1.0,0.027444351577758788
3,0.01,True,1.0,0.028572558307647704
3,0.01,True,1.0,0.03269423961639404
3,0.01,True,1.0,0.03336544818878174
3,0.01,False,0.5,0.03252690773010254
3,0.01,False,0.5,0.03180620288848877
3,0.01,False,0.5,0.027780113792419434
3,0.01,False,0.5,0.031239253616333007
3,0.01,False,0.5,0.031261179542541505
3,0.01,False,0.7,0.030137527084350586
3,0.01,False,0.7,0.03088985433578491
3,0.01,False,0.7,0.030338317108154298
3,0.01,False,0.7,0.031753645515441895
3,0.01,False,0.7,0.03141467685699463
3,0.01,False,0.8,0.029259860229492188
3,0.01,False,0.8,0.031148958015441895
3,0.01,False,0.8,0.029759830570220948
3,0.01,False,0.8,0.0295123291015625
3,0.01,False,0.8,0.03301047325134277
3,0.01,False,0.9,0.029877175903320313
3,0.01,False,0.9,0.029697380065917968
3,0.01,False,0.9,0.02988349628448486
3,0.01,False,0.9,0.02923805847167969
3,0.01,False,0.9,0.028017015266418456
3,0.01,False,0.95,0.03089879083633423
3,0.01,False,0.95,0.028916513633728026
3,0.01,False,0.95,0.030145455932617186
3,0.01,False,0.95,0.029930782318115235
3,0.01,False,0.95,0.029922701835632323
3,0.01,False,0.99,0.028534755420684815
3,0.01,False,0.99,0.03195779075622559
3,0.01,False,0.99,0.02540153694152832
3,0.01,False,0.99,0.03129179172515869
3,0.01,False,0.99,0.032754240131378176
3,0.01,False,1.0,0.029253643226623535
3,0.01,False,1.0,0.02776704158782959
3,0.01,False,1.0,0.02788339042663574
3,0.01,False,1.0,0.026688327026367187
3,0.01,False,1.0,0.02842923526763916
3,0.1,True,0.5,0.14445696334838867
3,0.1,True,0.5,0.16771913604736327
3,0.1,True,0.5,0.10664537277221679
3,0.1,True,0.5,2.3013746826171877
3,0.1,True,0.5,0.11718057022094727
3,0.1,True,0.7,0.4883960540771484
3,0.1,True,0.7,0.18600546875
3,0.1,True,0.7,0.2732965057373047
3,0.1,True,0.7,0.16867462463378907
3,0.1,True,0.7,2.3012443115234373
3,0.1,True,0.8,0.32230243225097654
3,0.1,True,0.8,0.19892985382080078
3,0.1,True,0.8,0.1582649871826172
3,0.1,True,0.8,0.4636580993652344
3,0.1,True,0.8,0.17061132049560546
3,0.1,True,0.9,0.17259269104003908
3,0.1,True,0.9,2.301150634765625
3,0.1,True,0.9,0.34520853576660154
3,0.1,True,0.9,0.19082386474609375
3,0.1,True,0.9,0.21347541961669922
3,0.1,True,0.95,0.1922100082397461
3,0.1,True,0.95,2.301136669921875
3,0.1,True,0.95,0.16022657928466796
3,0.1,True,0.95,0.17689431915283202
3,0.1,True,0.95,0.36497789306640627
3,0.1,True,0.99,2.3013901123046874
3,0.1,True,0.99,2.3012843994140626
3,0.1,True,0.99,0.8366968139648437
3,0.1,True,0.99,0.30987198791503906
3,0.1,True,0.99,2.3011181396484375
3,0.1,True,1.0,2.301101611328125
3,0.1,True,1.0,2.301038916015625
3,0.1,True,1.0,2.30108642578125
3,0.1,True,1.0,2.3010189697265626
3,0.1,True,1.0,2.30121201171875
3,0.1,False,0.5,0.29357230529785155
3,0.1,False,0.5,0.6500226318359374
3,0.1,False,0.5,0.18419886016845702
3,0.1,False,0.5,1.8533206420898438
3,0.1,False,0.5,0.1737267608642578
3,0.1,False,0.7,0.18080807189941406
3,0.1,False,0.7,0.17359580841064454
3,0.1,False,0.7,0.1884599136352539
3,0.1,False,0.7,0.29660274658203123
3,0.1,False,0.7,0.1584273208618164
3,0.1,False,0.8,0.19218797149658204
3,0.1,False,0.8,0.1589743362426758
3,0.1,False,0.8,0.17310097503662109
3,0.1,False,0.8,0.13130093383789063
3,0.1,False,0.8,0.2716471237182617
3,0.1,False,0.9,0.32269876708984374
3,0.1,False,0.9,0.19747860717773438
3,0.1,False,0.9,0.15561064682006837
3,0.1,False,0.9,0.15717786712646484
3,0.1,False,0.9,0.21877864379882814
3,0.1,False,0.95,0.17078822784423828
3,0.1,False,0.95,0.3195649200439453
3,0.1,False,0.95,0.17592308807373047
3,0.1,False,0.95,0.1691737075805664
3,0.1,False,0.95,0.20019810791015624
3,0.1,False,0.99,2.301066796875
3,0.1,False,0.99,0.13079049530029296
3,0.1,False,0.99,0.142214208984375
3,0.1,False,0.99,0.22473294067382812
3,0.1,False,0.99,0.17981743774414063
3,0.1,False,1.0,0.8759205627441407
3,0.1,False,1.0,2.3012454833984375
3,0.1,False,1.0,2.3011060791015625
3,0.1,False,1.0,2.3011639404296873
3,0.1,False,1.0,0.29871015625
5,1e-05,True,0.5,0.24212653045654298
5,1e-05,True,0.5,0.26369908142089843
5,1e-05,True,0.5,0.26474511566162107
5,1e-05,True,0.5,0.2278311019897461
5,1e-05,True,0.5,0.2567027206420898
5,1e-05,True,0.7,0.21647324523925782
5,1e-05,True,0.7,0.2579573989868164
5,1e-05,True,0.7,0.2538502670288086
5,1e-05,True,0.7,0.2427042755126953
5,1e-05,True,0.7,0.2516331588745117
5,1e-05,True,0.8,0.23358679809570312
5,1e-05,True,0.8,0.24163845825195313
5,1e-05,True,0.8,0.24131458892822266
5,1e-05,True,0.8,0.27213546905517577
5,1e-05,True,0.8,0.23968447113037109
5,1e-05,True,0.9,0.2539948547363281
5,1e-05,True,0.9,0.22133828887939452
5,1e-05,True,0.9,0.24016253814697266
5,1e-05,True,0.9,0.2580743118286133
5,1e-05,True,0.9,0.25289544677734377
5,1e-05,True,0.95,0.23179046478271484
5,1e-05,True,0.95,0.23623660430908203
5,1e-05,True,0.95,0.25030841522216796
5,1e-05,True,0.95,0.2594519317626953
5,1e-05,True,0.95,0.2424292495727539
5,1e-05,True,0.99,0.22148197937011718
5,1e-05,True,0.99,0.24002845611572265
5,1e-05,True,0.99,0.24071851043701173
5,1e-05,True,0.99,0.23915666198730468
5,1e-05,True,0.99,0.238332861328125
5,1e-05,True,1.0,0.2431929473876953
5,1e-05,True,1.0,0.2444849090576172
5,1e-05,True,1.0,0.24218184509277343
5,1e-05,True,1.0,0.254301481628418
5,1e-05,True,1.0,0.24167965850830078
5,1e-05,False,0.5,0.2176458206176758
5,1e-05,False,0.5,0.22406714172363282
5,1e-05,False,0.5,0.23500466766357422
5,1e-05,False,0.5,0.21059932861328126
5,1e-05,False,0.5,0.23590171508789062
5,1e-05,False,0.7,0.22258905792236328
5,1e-05,False,0.7,0.2085146453857422
5,1e-05,False,0.7,0.24261202697753906
5,1e-05,False,0.7,0.23453914489746094
5,1e-05,False,0.7,0.23087053070068358
5,1e-05,False,0.8,0.24092415313720703
5,1e-05,False,0.8,0.22669021453857421
5,1e-05,False,0.8,0.23633417816162108
5,1e-05,False,0.8,0.2361841537475586
5,1e-05,False,0.8,0.24068929290771485
5,1e-05,False,0.9,0.21717494659423828
5,1e-05,False,0.9,0.23519846801757813
5,1e-05,False,0.9,0.2399613494873047
5,1e-05,False,0.9,0.2342489776611328
5,1e-05,False,0.9,0.2267894775390625
5,1e-05,False,0.95,0.21776717987060548
5,1e-05,False,0.95,0.23834010620117188
5,1e-05,False,0.95,0.22549756774902344
5,1e-05,False,0.95,0.24225724334716797
5,1e-05,False,0.95,0.23217764739990235
5,1e-05,False,0.99,0.23782951049804688
5,1e-05,False,0.99,0.2220120315551758
5,1e-05,False,0.99,0.23694212188720704
5,1e-05,False,0.99,0.2288437744140625
5,1e-05,False,0.99,0.2362672821044922
5,1e-05,False,1.0,0.23474175872802736
5,1e-05,False,1.0,0.24099732055664064
5,1e-05,False,1.0,0.24527949676513672
5,1e-05,False,1.0,0.23843807220458985
5,1e-05,False,1.0,0.2318107894897461
5,0.001,True,0.5,0.029473523235321045
5,0.001,True,0.5,0.023767502021789552
5,0.001,True,0.5,0.027163799095153807
5,0.001,True,0.5,0.02655068359375
5,0.001,True,0.5,0.027336098766326904
5,0.001,True,0.7,0.024364614391326905
5,0.001,True,0.7,0.026391026496887206
5,0.001,True,0.7,0.027281031703948976
5,0.001,True,0.7,0.02852107982635498
5,0.001,True,0.7,0.027602736473083495
5,0.001,True,0.8,0.026107510375976563
5,0.001,True,0.8,0.024985636520385743
5,0.001,True,0.8,0.028190757513046266
5,0.001,True,0.8,0.025290671730041504
5,0.001,True,0.8,0.02567777099609375
5,0.001,True,0.9,0.0246838623046875
5,0.001,True,0.9,0.025801588249206545
5,0.001,True,0.9,0.02807479295730591
5,0.001,True,0.9,0.025175082302093504
5,0.001,True,0.9,0.026494964122772215
5,0.001,True,0.95,0.024906500911712648
5,0.001,True,0.95,0.02679810962677002
5,0.001,True,0.95,0.026724426651000978
5,0.001,True,0.95,0.026169655895233155
5,0.001,True,0.95,0.02435438356399536
5,0.001,True,0.99,0.022839270687103272
5,0.001,True,0.99,0.025518049240112306
5,0.001,True,0.99,0.024376565837860107
5,0.001,True,0.99,0.025714036560058592
5,0.001,True,0.99,0.025093795585632322
5,0.001,True,1.0,0.0234834755897522
5,0.001,True,1.0,0.02483790292739868
5,0.001,True,1.0,0.023627397155761717
5,0.001,True,1.0,0.0242702223777771
5,0.001,True,1.0,0.025534114456176756
5,0.001,False,0.5,0.02549612112045288
5,0.001,False,0.5,0.02647866668701172
5,0.001,False,0.5,0.02676910934448242
5,0.001,False,0.5,0.02705182180404663
5,0.001,False,0.5,0.027004847049713135
5,0.001,False,0.7,0.024893774318695067
5,0.001,False,0.7,0.02765434169769287
5,0.001,False,0.7,0.028454530143737795
5,0.001,False,0.7,0.026403371906280518
5,0.001,False,0.7,0.02374247226715088
5,0.001,False,0.8,0.02462448582649231
5,0.001,False,0.8,0.025598291015625
5,0.001,False,0.8,0.022893271636962892
5,0.001,False,0.8,0.026700973272323607
5,0.001,False,0.8,0.024243671321868897
5,0.001,False,0.9,0.023680245971679687
5,0.001,False,0.9,0.025269536972045897
5,0.001,False,0.9,0.023706401348114015
5,0.001,False,0.9,0.02557234582901001
5,0.001,False,0.9,0.02454539041519165
5,0.001,False,0.95,0.025967478656768798
5,0.001,False,0.95,0.024523183155059816
5,0.001,False,0.95,0.02629371109008789
5,0.001,False,0.95,0.02493313570022583
5,0.001,False,0.95,0.0235827392578125
5,0.001,False,0.99,0.022970738029479982
5,0.001,False,0.99,0.025298500537872314
5,0.001,False,0.99,0.02432682933807373
5,0.001,False,0.99,0.027092978858947753
5,0.001,False,0.99,0.02455424556732178
5,0.001,False,1.0,0.026402532482147217
5,0.001,False,1.0,0.02662831621170044
5,0.001,False,1.0,0.026174738788604737
5,0.001,False,1.0,0.023719774055480956
5,0.001,False,1.0,0.025258440971374512
5,0.01,True,0.5,0.029395864486694335
5,0.01,True,0.5,0.02701183261871338
5,0.01,True,0.5,0.027611388778686522
5,0.01,True,0.5,0.028232192897796632
5,0.01,True,0.5,0.031161242866516115
5,0.01,True,0.7,0.026172260284423828
5,0.01,True,0.7,0.026525872802734374
5,0.01,True,0.7,0.02515877342224121
5,0.01,True,0.7,0.02811884765625
5,0.01,True,0.7,0.02573013439178467
5,0.01,True,0.8,0.02469265880584717
5,0.01,True,0.8,0.030245509910583498
5,0.01,True,0.8,0.024175314903259276
5,0.01,True,0.8,0.02617804718017578
5,0.01,True,0.8,0.02691539726257324
5,0.01,True,0.9,0.02698899440765381
5,0.01,True,0.9,0.024892071437835693
5,0.01,True,0.9,0.02917918071746826
5,0.01,True,0.9,0.02915284023284912
5,0.01,True,0.9,0.025502577018737795
5,0.01,True,0.95,0.026623979568481445
5,0.01,True,0.95,0.027984660720825196
5,0.01,True,0.95,0.026940606880187987
5,0.01,True,0.95,0.024964235877990723
5,0.01,True,0.95,0.02471154670715332
5,0.01,True,0.99,0.02481378917694092
5,0.01,True,0.99,0.025662239837646483
5,0.01,True,0.99,0.02340222339630127
5,0.01,True,0.99,0.02254263105392456
5,0.01,True,0.99,0.02609771375656128
5,0.01,True,1.0,0.02356951379776001
5,0.01,True,1.0,0.026152452278137207
5,0.01,True,1.0,0.024015941524505615
5,0.01,True,1.0,0.024988741016387938
5,0.01,True,1.0,0.024093383026123048
5,0.01,False,0.5,0.024211550140380858
5,0.01,False,0.5,0.02436772747039795
5,0.01,False,0.5,0.02931397361755371
5,0.01,False,0.5,0.026663039779663087
5,0.01,False,0.5,0.02496849937438965
5,0.01,False,0.7,0.025064051246643067
5,0.01,False,0.7,0.024736788463592528
5,0.01,False,0.7,0.025885042762756348
5,0.01,False,0.7,0.024369171047210692
5,0.01,False,0.7,0.024859564971923827
5,0.01,False,0.8,0.024416767120361327
5,0.01,False,0.8,0.025415297317504883
5,0.01,False,0.8,0.02773759574890137
5,0.01,False,0.8,0.024477593994140626
5,0.01,False,0.8,0.024720664215087892
5,0.01,False,0.9,0.026311953544616698
5,0.01,False,0.9,0.026296931552886964
5,0.01,False,0.9,0.025289110565185548
5,0.01,False,0.9,0.022124246978759764
5,0.01,False,0.9,0.02689695167541504
5,0.01,False,0.95,0.02381246204376221
5,0.01,False,0.95,0.02288096294403076
5,0.01,False,0.95,0.025692607688903808
5,0.01,False,0.95,0.025416620635986327
5,0.01,False,0.95,0.026833844470977784
5,0.01,False,0.99,0.025472433757781982
5,0.01,False,0.99,0.027090834426879883
5,0.01,False,0.99,0.026803821182250977
5,0.01,False,0.99,0.024810759258270264
5,0.01,False,0.99,0.027832402992248536
5,0.01,False,1.0,0.02736546974182129
5,0.01,False,1.0,0.02446479558944702
5,0.01,False,1.0,0.024379604816436768
5,0.01,False,1.0,0.02443537473678589
5,0.01,False,1.0,0.02376123342514038
5,0.1,True,0.5,0.1459373779296875
5,0.1,True,0.5,0.15799865570068358
5,0.1,True,0.5,0.14753739395141602
5,0.1,True,0.5,0.15291667938232423
5,0.1,True,0.5,0.42941877136230466
5,0.1,True,0.7,0.3703272155761719
5,0.1,True,0.7,0.1639697021484375
5,0.1,True,0.7,0.15973570098876952
5,0.1,True,0.7,0.17719786376953126
5,0.1,True,0.7,0.13425970611572266
5,0.1,True,0.8,0.1844198532104492
5,0.1,True,0.8,0.15218830947875978
5,0.1,True,0.8,0.286646484375
5,0.1,True,0.8,0.16950032958984376
5,0.1,True,0.8,0.19276500701904298
5,0.1,True,0.9,0.5063682922363282
5,0.1,True,0.9,0.33764688720703123
5,0.1,True,0.9,0.3168101043701172
5,0.1,True,0.9,0.43118215942382815
5,0.1,True,0.9,0.4168346252441406
5,0.1,True,0.95,0.4212943328857422
5,0.1,True,0.95,0.1610286392211914
5,0.1,True,0.95,0.46202931518554685
5,0.1,True,0.95,0.4868896240234375
5,0.1,True,0.95,0.1701646514892578
5,0.1,True,0.99,0.46997203063964843
5,0.1,True,0.99,0.47114200744628904
5,0.1,True,0.99,0.3658187469482422
5,0.1,True,0.99,0.8999921447753906
5,0.1,True,0.99,0.1884014663696289
5,0.1,True,1.0,0.47727395324707034
5,0.1,True,1.0,2.301091259765625
5,0.1,True,1.0,0.691627880859375
5,0.1,True,1.0,0.410507421875
5,0.1,True,1.0,0.7032688659667968
5,0.1,False,0.5,0.2786123809814453
5,0.1,False,0.5,0.4705842742919922
5,0.1,False,0.5,0.8498440002441406
5,0.1,False,0.5,0.16721658325195313
5,0.1,False,0.5,0.28104200897216797
5,0.1,False,0.7,0.6493470275878906
5,0.1,False,0.7,0.8145158630371093
5,0.1,False,0.7,0.16024554748535155
5,0.1,False,0.7,0.3253280029296875
5,0.1,False,0.7,0.26883865966796877
5,0.1,False,0.8,0.15646421127319335
5,0.1,False,0.8,1.2636772094726563
5,0.1,False,0.8,0.15982247161865235
5,0.1,False,0.8,0.15683213958740233
5,0.1,False,0.8,0.15251777114868165
5,0.1,False,0.9,0.1501744987487793
5,0.1,False,0.9,0.12083454666137695
5,0.1,False,0.9,0.5013244262695312
5,0.1,False,0.9,0.3048603576660156
5,0.1,False,0.9,0.30002626342773436
5,0.1,False,0.95,0.35234232177734376
5,0.1,False,0.95,0.19776745147705077
5,0.1,False,0.95,0.3256273376464844
5,0.1,False,0.95,0.14735612487792968
5,0.1,False,0.95,0.14205932235717775
5,0.1,False,0.99,0.17490182189941406
5,0.1,False,0.99,0.1874847686767578
5,0.1,False,0.99,0.30131222229003907
5,0.1,False,0.99,0.1739176284790039
5,0.1,False,0.99,0.16015724868774414
5,0.1,False,1.0,2.280269482421875
5,0.1,False,1.0,0.7939393676757812
5,0.1,False,1.0,0.14822781982421876
5,0.1,False,1.0,0.4254937194824219
5,0.1,False,1.0,2.3010161376953127
